Taxon,Group
Comptus_maculatus,Reptilia:Squamata
Comptus_badius,Reptilia:Squamata
Caribicus_warreni,Reptilia:Squamata
Caribicus_darlingtoni,Reptilia:Squamata
Pseudopus_apodus,Reptilia:Squamata
Anguis_cephallonica,Reptilia:Squamata
Anguis_colchica,Reptilia:Squamata
Anguis_fragilis,Reptilia:Squamata
Anguis_graeca,Reptilia:Squamata
Anguis_veronensis,Reptilia:Squamata
Hyalosaurus_koellikeri,Reptilia:Squamata
Dopasia_harti,Reptilia:Squamata
Dopasia_gracilis,Reptilia:Squamata
Ophisaurus_attenuatus,Reptilia:Squamata
Ophisaurus_ventralis,Reptilia:Squamata
Ophisaurus_compressus,Reptilia:Squamata
Abronia_oaxacae,Reptilia:Squamata
Abronia_graminea,Reptilia:Squamata
Abronia_chiszari,Reptilia:Squamata
Mesaspis_gadovii,Reptilia:Squamata
Mesaspis_moreletii,Reptilia:Squamata
Abronia_fimbriata,Reptilia:Squamata
Abronia_lythrochila,Reptilia:Squamata
Abronia_aurita,Reptilia:Squamata
Abronia_campbelli,Reptilia:Squamata
Abronia_anzuetoi,Reptilia:Squamata
Abronia_matudai,Reptilia:Squamata
Abronia_ornelasi,Reptilia:Squamata
Abronia_frosti,Reptilia:Squamata
Barisia_levicollis,Reptilia:Squamata
Barisia_rudicollis,Reptilia:Squamata
Barisia_herrerae,Reptilia:Squamata
Barisia_imbricata,Reptilia:Squamata
Barisia_planifrons,Reptilia:Squamata
Barisia_ciliaris,Reptilia:Squamata
Abronia_mixteca,Reptilia:Squamata
Gerrhonotus_parvus,Reptilia:Squamata
Gerrhonotus_infernalis,Reptilia:Squamata
Gerrhonotus_liocephalus,Reptilia:Squamata
Gerrhonotus_rhombifer,Reptilia:Squamata
Elgaria_coerulea,Reptilia:Squamata
Elgaria_multicarinata,Reptilia:Squamata
Elgaria_panamintina,Reptilia:Squamata
Elgaria_paucicarinata,Reptilia:Squamata
Elgaria_kingii,Reptilia:Squamata
Elgaria_velazquezi,Reptilia:Squamata
Elgaria_cedrosensis,Reptilia:Squamata
Anniella_alexanderae,Reptilia:Squamata
Anniella_geronimensis,Reptilia:Squamata
Anniella_pulchra,Reptilia:Squamata
Heloderma_horridum,Reptilia:Squamata
Heloderma_suspectum,Reptilia:Squamata
Xenosaurus_grandis,Reptilia:Squamata
Xenosaurus_platyceps,Reptilia:Squamata
Tropidurus_catalanensis,Reptilia:Squamata
Tropidurus_chromatops,Reptilia:Squamata
Tropidurus_erythrocephalus,Reptilia:Squamata
Tropidurus_mucujensis,Reptilia:Squamata
Tropidurus_cocorobensis,Reptilia:Squamata
Tropidurus_etheridgei,Reptilia:Squamata
Tropidurus_hispidus,Reptilia:Squamata
Tropidurus_torquatus,Reptilia:Squamata
Tropidurus_oreadicus,Reptilia:Squamata
Tropidurus_insulanus,Reptilia:Squamata
Tropidurus_itambere,Reptilia:Squamata
Tropidurus_psammonastes,Reptilia:Squamata
Tropidurus_montanus,Reptilia:Squamata
Tropidurus_hygomi,Reptilia:Squamata
Eurolophosaurus_divaricatus,Reptilia:Squamata
Eurolophosaurus_nanuzae,Reptilia:Squamata
Eurolophosaurus_amathites,Reptilia:Squamata
Tropidurus_spinulosus,Reptilia:Squamata
Tropidurus_callathelys,Reptilia:Squamata
Plica_umbra,Reptilia:Squamata
Plica_lumaria,Reptilia:Squamata
Plica_plica,Reptilia:Squamata
Strobilurus_torquatus,Reptilia:Squamata
Tropidurus_bogerti,Reptilia:Squamata
Uracentron_flaviceps,Reptilia:Squamata
Tropidurus_imbituba,Reptilia:Squamata
Tropidurus_semitaeniatus,Reptilia:Squamata
Tropidurus_jaguaribanus,Reptilia:Squamata
Tropidurus_helenae,Reptilia:Squamata
Tropidurus_pinima,Reptilia:Squamata
Uranoscodon_superciliosus,Reptilia:Squamata
Microlophus_yanezi,Reptilia:Squamata
Microlophus_theresioides,Reptilia:Squamata
Microlophus_atacamensis,Reptilia:Squamata
Microlophus_quadrivittatus,Reptilia:Squamata
Microlophus_peruvianus,Reptilia:Squamata
Microlophus_tigris,Reptilia:Squamata
Microlophus_heterolepis,Reptilia:Squamata
Microlophus_theresiae,Reptilia:Squamata
Microlophus_thoracicus,Reptilia:Squamata
Microlophus_jacobii,Reptilia:Squamata
Microlophus_duncanensis,Reptilia:Squamata
Microlophus_indefatigabilis,Reptilia:Squamata
Microlophus_albemarlensis,Reptilia:Squamata
Microlophus_pacificus,Reptilia:Squamata
Microlophus_grayii,Reptilia:Squamata
Microlophus_delanonis,Reptilia:Squamata
Microlophus_stolzmanni,Reptilia:Squamata
Microlophus_habelii,Reptilia:Squamata
Microlophus_bivittatus,Reptilia:Squamata
Microlophus_occipitalis,Reptilia:Squamata
Microlophus_koepckeorum,Reptilia:Squamata
Stenocercus_scapularis,Reptilia:Squamata
Stenocercus_apurimacus,Reptilia:Squamata
Stenocercus_formosus,Reptilia:Squamata
Stenocercus_ochoai,Reptilia:Squamata
Stenocercus_angulifer,Reptilia:Squamata
Stenocercus_rhodomelas,Reptilia:Squamata
Stenocercus_festae,Reptilia:Squamata
Stenocercus_cadlei,Reptilia:Squamata
Stenocercus_angel,Reptilia:Squamata
Stenocercus_guentheri,Reptilia:Squamata
Stenocercus_chota,Reptilia:Squamata
Stenocercus_puyango,Reptilia:Squamata
Stenocercus_iridescens,Reptilia:Squamata
Stenocercus_percultus,Reptilia:Squamata
Stenocercus_ornatus,Reptilia:Squamata
Stenocercus_caducus,Reptilia:Squamata
Stenocercus_sinesaccus,Reptilia:Squamata
Stenocercus_limitaris,Reptilia:Squamata
Stenocercus_orientalis,Reptilia:Squamata
Stenocercus_latebrosus,Reptilia:Squamata
Stenocercus_stigmosus,Reptilia:Squamata
Stenocercus_melanopygus,Reptilia:Squamata
Stenocercus_chrysopygus,Reptilia:Squamata
Stenocercus_ornatissimus,Reptilia:Squamata
Stenocercus_cupreus,Reptilia:Squamata
Stenocercus_boettgeri,Reptilia:Squamata
Stenocercus_eunetopsis,Reptilia:Squamata
Stenocercus_empetrus,Reptilia:Squamata
Stenocercus_imitator,Reptilia:Squamata
Stenocercus_varius,Reptilia:Squamata
Stenocercus_torquatus,Reptilia:Squamata
Stenocercus_crassicaudatus,Reptilia:Squamata
Stenocercus_marmoratus,Reptilia:Squamata
Stenocercus_humeralis,Reptilia:Squamata
Stenocercus_azureus,Reptilia:Squamata
Stenocercus_doellojuradoi,Reptilia:Squamata
Stenocercus_quinarius,Reptilia:Squamata
Stenocercus_squarrosus,Reptilia:Squamata
Stenocercus_dumerilii,Reptilia:Squamata
Stenocercus_cf._tricristatus_MT-2015,Reptilia:Squamata
Stenocercus_roseiventris,Reptilia:Squamata
Crotaphytus_nebrius,Reptilia:Squamata
Crotaphytus_collaris,Reptilia:Squamata
Crotaphytus_bicinctores,Reptilia:Squamata
Crotaphytus_dickersonae,Reptilia:Squamata
Crotaphytus_insularis,Reptilia:Squamata
Crotaphytus_grismeri,Reptilia:Squamata
Crotaphytus_vestigium,Reptilia:Squamata
Crotaphytus_reticulatus,Reptilia:Squamata
Crotaphytus_antiquus,Reptilia:Squamata
Gambelia_wislizenii,Reptilia:Squamata
Gambelia_sila,Reptilia:Squamata
Gambelia_copeii,Reptilia:Squamata
Anolis_isthmicus,Reptilia:Squamata
Anolis_sericeus,Reptilia:Squamata
Anolis_unilobatus,Reptilia:Squamata
Anolis_boulengerianus,Reptilia:Squamata
Anolis_immaculogularis,Reptilia:Squamata
Anolis_intermedius,Reptilia:Squamata
Anolis_laeviventris,Reptilia:Squamata
Anolis_ortonii,Reptilia:Squamata
Anolis_capito,Reptilia:Squamata
Anolis_tropidonotus,Reptilia:Squamata
Anolis_limifrons,Reptilia:Squamata
Anolis_apletophallus,Reptilia:Squamata
Anolis_cryptolimifrons,Reptilia:Squamata
Anolis_zeus,Reptilia:Squamata
Anolis_lemurinus,Reptilia:Squamata
Anolis_bicaorum,Reptilia:Squamata
Anolis_trachyderma,Reptilia:Squamata
Anolis_poecilopus,Reptilia:Squamata
Anolis_tropidogaster,Reptilia:Squamata
Anolis_gaigei,Reptilia:Squamata
Anolis_lionotus,Reptilia:Squamata
Anolis_oxylophus,Reptilia:Squamata
Anolis_carpenteri,Reptilia:Squamata
Anolis_ocelloscapularis,Reptilia:Squamata
Anolis_polylepis,Reptilia:Squamata
Anolis_osa,Reptilia:Squamata
Anolis_cupreus,Reptilia:Squamata
Anolis_humilis,Reptilia:Squamata
Anolis_quaggulus,Reptilia:Squamata
Anolis_pachypus,Reptilia:Squamata
Anolis_tropidolepis,Reptilia:Squamata
Anolis_antonii,Reptilia:Squamata
Anolis_mariarum,Reptilia:Squamata
Anolis_altae,Reptilia:Squamata
Anolis_monteverde,Reptilia:Squamata
Anolis_tenorioensis,Reptilia:Squamata
Anolis_fuscoauratus,Reptilia:Squamata
Anolis_tolimensis,Reptilia:Squamata
Anolis_kemptoni,Reptilia:Squamata
Anolis_nebuloides,Reptilia:Squamata
Anolis_zapotecorum,Reptilia:Squamata
Anolis_megapholidotus,Reptilia:Squamata
Anolis_nietoi,Reptilia:Squamata
Anolis_stevepoei,Reptilia:Squamata
Anolis_quercorum,Reptilia:Squamata
Anolis_sacamecatensis,Reptilia:Squamata
Anolis_carlliebi,Reptilia:Squamata
Anolis_woodi,Reptilia:Squamata
Anolis_aquaticus,Reptilia:Squamata
Anolis_marsupialis,Reptilia:Squamata
Anolis_biporcatus,Reptilia:Squamata
Anolis_bitectus,Reptilia:Squamata
Anolis_polyrhachis,Reptilia:Squamata
Anolis_uniformis,Reptilia:Squamata
Anolis_amplisquamosus,Reptilia:Squamata
Anolis_crassulus,Reptilia:Squamata
Anolis_sminthus,Reptilia:Squamata
Anolis_petersii,Reptilia:Squamata
Anolis_loveridgei,Reptilia:Squamata
Anolis_purpurgularis,Reptilia:Squamata
Anolis_johnmeyeri,Reptilia:Squamata
Anolis_tandai,Reptilia:Squamata
Anolis_utilensis,Reptilia:Squamata
Anolis_chrysolepis,Reptilia:Squamata
Anolis_planiceps,Reptilia:Squamata
Anolis_brasiliensis,Reptilia:Squamata
Anolis_bombiceps,Reptilia:Squamata
Anolis_meridionalis,Reptilia:Squamata
Anolis_lineatus,Reptilia:Squamata
Anolis_annectens,Reptilia:Squamata
Anolis_onca,Reptilia:Squamata
Anolis_auratus,Reptilia:Squamata
Anolis_grahami,Reptilia:Squamata
Anolis_conspersus,Reptilia:Squamata
Anolis_garmani,Reptilia:Squamata
Anolis_opalinus,Reptilia:Squamata
Anolis_valencienni,Reptilia:Squamata
Anolis_lineatopus,Reptilia:Squamata
Anolis_reconditus,Reptilia:Squamata
Anolis_ahli,Reptilia:Squamata
Anolis_allogus,Reptilia:Squamata
Anolis_rubribarbus,Reptilia:Squamata
Anolis_rubribarbaris,Reptilia:Squamata
Anolis_imias,Reptilia:Squamata
Anolis_bremeri,Reptilia:Squamata
Anolis_quadriocellifer,Reptilia:Squamata
Anolis_sagrei,Reptilia:Squamata
Anolis_ophiolepis,Reptilia:Squamata
Anolis_mestrei,Reptilia:Squamata
Anolis_homolechis,Reptilia:Squamata
Anolis_jubar,Reptilia:Squamata
Anolis_confusus,Reptilia:Squamata
Anolis_guafe,Reptilia:Squamata
Anolis_gundlachi,Reptilia:Squamata
Anolis_poncensis,Reptilia:Squamata
Anolis_pulchellus,Reptilia:Squamata
Anolis_krugi,Reptilia:Squamata
Anolis_cristatellus,Reptilia:Squamata
Anolis_desechensis,Reptilia:Squamata
Anolis_ernestwilliamsi,Reptilia:Squamata
Anolis_scriptus,Reptilia:Squamata
Anolis_cooki,Reptilia:Squamata
Anolis_monensis,Reptilia:Squamata
Anolis_stratulus,Reptilia:Squamata
Anolis_evermanni,Reptilia:Squamata
Anolis_acutus,Reptilia:Squamata
Ctenonotus_caudalis,Reptilia:Squamata
Anolis_marron,Reptilia:Squamata
Anolis_brevirostris,Reptilia:Squamata
Anolis_websteri,Reptilia:Squamata
Anolis_distichus,Reptilia:Squamata
Anolis_forresti,Reptilia:Squamata
Anolis_bimaculatus,Reptilia:Squamata
Anolis_gingivinus,Reptilia:Squamata
Anolis_leachii,Reptilia:Squamata
Anolis_oculatus,Reptilia:Squamata
Anolis_terraealtae,Reptilia:Squamata
Anolis_desiradei,Reptilia:Squamata
Anolis_sabanus,Reptilia:Squamata
Anolis_marmoratus,Reptilia:Squamata
Anolis_chrysops,Reptilia:Squamata
Anolis_nubilus,Reptilia:Squamata
Anolis_lividus,Reptilia:Squamata
Anolis_ferreus,Reptilia:Squamata
Anolis_wattsii,Reptilia:Squamata
Anolis_schwartzi,Reptilia:Squamata
Anolis_pogus,Reptilia:Squamata
Anolis_alutaceus,Reptilia:Squamata
Anolis_inexpectatus,Reptilia:Squamata
Anolis_vanidicus,Reptilia:Squamata
Anolis_alfaroi,Reptilia:Squamata
Anolis_macilentus,Reptilia:Squamata
Anolis_cupeyalensis,Reptilia:Squamata
Anolis_cyanopleurus,Reptilia:Squamata
Anolis_rejectus,Reptilia:Squamata
Anolis_clivicola,Reptilia:Squamata
Anolis_oporinus,Reptilia:Squamata
Anolis_altitudinalis,Reptilia:Squamata
Anolis_isolepis,Reptilia:Squamata
Anolis_brunneus,Reptilia:Squamata
Anolis_longiceps,Reptilia:Squamata
Anolis_smaragdinus,Reptilia:Squamata
Anolis_allisoni,Reptilia:Squamata
Anolis_maynardi,Reptilia:Squamata
Anolis_carolinensis,Reptilia:Squamata
Anolis_porcatus,Reptilia:Squamata
Anolis_argillaceus,Reptilia:Squamata
Anolis_centralis,Reptilia:Squamata
Anolis_pumilus,Reptilia:Squamata
Anolis_loysiana,Reptilia:Squamata
Anolis_garridoi,Reptilia:Squamata
Anolis_guazuma,Reptilia:Squamata
Anolis_paternus,Reptilia:Squamata
Anolis_angusticeps,Reptilia:Squamata
Anolis_alayoni,Reptilia:Squamata
Anolis_sheplani,Reptilia:Squamata
Anolis_placidus,Reptilia:Squamata
Anolis_terueli,Reptilia:Squamata
Anolis_lucius,Reptilia:Squamata
Anolis_cybotes,Reptilia:Squamata
Anolis_whitemani,Reptilia:Squamata
Anolis_armouri,Reptilia:Squamata
Anolis_shrevei,Reptilia:Squamata
Anolis_haetianus,Reptilia:Squamata
Anolis_strahmi,Reptilia:Squamata
Anolis_longitibialis,Reptilia:Squamata
Anolis_marcanoi,Reptilia:Squamata
Anolis_barahonae,Reptilia:Squamata
Anolis_baleatus,Reptilia:Squamata
Anolis_ricordii,Reptilia:Squamata
Anolis_eugenegrahami,Reptilia:Squamata
Anolis_christophei,Reptilia:Squamata
Anolis_cuvieri,Reptilia:Squamata
Anolis_chamaeleonides,Reptilia:Squamata
Anolis_guamuhaya,Reptilia:Squamata
Anolis_porcus,Reptilia:Squamata
Anolis_barbatus,Reptilia:Squamata
Anolis_argenteolus,Reptilia:Squamata
Anolis_cymbops,Reptilia:Squamata
Anolis_milleri,Reptilia:Squamata
Anolis_parvicirculatus,Reptilia:Squamata
Anolis_barkeri,Reptilia:Squamata
Anolis_duellmani,Reptilia:Squamata
Anolis_pygmaeus,Reptilia:Squamata
Anolis_rubiginosus,Reptilia:Squamata
Anolis_compressicauda,Reptilia:Squamata
Anolis_alvarezdeltoroi,Reptilia:Squamata
Anolis_cobanensis,Reptilia:Squamata
Anolis_hobartsmithi,Reptilia:Squamata
Anolis_cuprinus,Reptilia:Squamata
Anolis_matudai,Reptilia:Squamata
Anolis_naufragus,Reptilia:Squamata
Anolis_schiedii,Reptilia:Squamata
Anolis_campbelli,Reptilia:Squamata
Anolis_benedikti,Reptilia:Squamata
Anolis_pseudopachypus,Reptilia:Squamata
Anolis_magnaphallus,Reptilia:Squamata
Anolis_medemi,Reptilia:Squamata
Anolis_fortunensis,Reptilia:Squamata
Anolis_gruuo,Reptilia:Squamata
Anolis_pseudokemptoni,Reptilia:Squamata
Anolis_townsendi,Reptilia:Squamata
Anolis_rodriguezii,Reptilia:Squamata
Anolis_yoroensis,Reptilia:Squamata
Anolis_cusuco,Reptilia:Squamata
Anolis_gracilipes,Reptilia:Squamata
Anolis_microlepidotus,Reptilia:Squamata
Anolis_gadovii,Reptilia:Squamata
Anolis_nebulosus,Reptilia:Squamata
Anolis_dunni,Reptilia:Squamata
Anolis_taylori,Reptilia:Squamata
Anolis_liogaster,Reptilia:Squamata
Anolis_omiltemanus,Reptilia:Squamata
Anolis_peucephilus,Reptilia:Squamata
Anolis_macrinii,Reptilia:Squamata
Anolis_subocularis,Reptilia:Squamata
Anolis_kreutzi,Reptilia:Squamata
Anolis_morazani,Reptilia:Squamata
Anolis_pijolense,Reptilia:Squamata
Anolis_scypheus,Reptilia:Squamata
Anolis_wermuthi,Reptilia:Squamata
Anolis_semilineatus,Reptilia:Squamata
Anolis_alumina,Reptilia:Squamata
Anolis_olssoni,Reptilia:Squamata
Anolis_barbouri,Reptilia:Squamata
Anolis_insolitus,Reptilia:Squamata
Anolis_fowleri,Reptilia:Squamata
Anolis_etheridgei,Reptilia:Squamata
Anolis_hendersoni,Reptilia:Squamata
Anolis_dolichocephalus,Reptilia:Squamata
Anolis_bahorucoensis,Reptilia:Squamata
Anolis_darlingtoni,Reptilia:Squamata
Anolis_monticola,Reptilia:Squamata
Anolis_koopmani,Reptilia:Squamata
Anolis_occultus,Reptilia:Squamata
Anolis_bartschi,Reptilia:Squamata
Anolis_vermiculatus,Reptilia:Squamata
Anolis_aliniger,Reptilia:Squamata
Anolis_singularis,Reptilia:Squamata
Anolis_chlorocyanus,Reptilia:Squamata
Anolis_coelestinus,Reptilia:Squamata
Anolis_equestris,Reptilia:Squamata
Anolis_luteogularis,Reptilia:Squamata
Anolis_baracoae,Reptilia:Squamata
Anolis_smallwoodi,Reptilia:Squamata
Anolis_noblei,Reptilia:Squamata
Anolis_sp._SBH266328,Reptilia:Squamata
Anolis_chloris,Reptilia:Squamata
Anolis_festae,Reptilia:Squamata
Anolis_peraccae,Reptilia:Squamata
Anolis_gemmosus,Reptilia:Squamata
Anolis_poei,Reptilia:Squamata
Anolis_otongae,Reptilia:Squamata
Anolis_aequatorialis,Reptilia:Squamata
Anolis_anoriensis,Reptilia:Squamata
Anolis_ventrimaculatus,Reptilia:Squamata
Anolis_eulaemus,Reptilia:Squamata
Anolis_fasciatus,Reptilia:Squamata
Anolis_huilae,Reptilia:Squamata
Anolis_soinii,Reptilia:Squamata
Anolis_fitchi,Reptilia:Squamata
Anolis_podocarpus,Reptilia:Squamata
Anolis_maculigula,Reptilia:Squamata
Anolis_casildae,Reptilia:Squamata
Anolis_apollinaris,Reptilia:Squamata
Anolis_frenatus,Reptilia:Squamata
Anolis_princeps,Reptilia:Squamata
Anolis_latifrons,Reptilia:Squamata
Anolis_fraseri,Reptilia:Squamata
Anolis_parilis,Reptilia:Squamata
Anolis_chocorum,Reptilia:Squamata
Anolis_sp._1_MDC-2011,Reptilia:Squamata
Anolis_danieli,Reptilia:Squamata
Anolis_sp._2_MDC-2011,Reptilia:Squamata
Anolis_microtus,Reptilia:Squamata
Anolis_sp._F_SP-2016,Reptilia:Squamata
Anolis_ginaelisae,Reptilia:Squamata
Anolis_insignis,Reptilia:Squamata
Anolis_agassizi,Reptilia:Squamata
Anolis_neblininus,Reptilia:Squamata
Anolis_dissimilis,Reptilia:Squamata
Anolis_calimae,Reptilia:Squamata
Anolis_williamsmittermeierorum,Reptilia:Squamata
Anolis_jacare,Reptilia:Squamata
Anolis_anatoloros,Reptilia:Squamata
Anolis_tigrinus,Reptilia:Squamata
Anolis_punctatus,Reptilia:Squamata
Anolis_philopunctatus,Reptilia:Squamata
Anolis_phyllorhinus,Reptilia:Squamata
Anolis_transversalis,Reptilia:Squamata
Anolis_inderenae,Reptilia:Squamata
Anolis_vanzolinii,Reptilia:Squamata
Anolis_heterodermus,Reptilia:Squamata
Anolis_nicefori,Reptilia:Squamata
Anolis_euskalerriari,Reptilia:Squamata
Anolis_luciae,Reptilia:Squamata
Anolis_bonairensis,Reptilia:Squamata
Anolis_roquet,Reptilia:Squamata
Anolis_extremus,Reptilia:Squamata
Anolis_aeneus,Reptilia:Squamata
Anolis_richardii,Reptilia:Squamata
Anolis_trinitatis,Reptilia:Squamata
Anolis_griseus,Reptilia:Squamata
Anolis_boettgeri,Reptilia:Squamata
Anolis_anchicayae,Reptilia:Squamata
Anolis_kunayalae,Reptilia:Squamata
Anolis_ibanezi,Reptilia:Squamata
Anolis_megalopithecus,Reptilia:Squamata
Anolis_pseudotigrinus,Reptilia:Squamata
Anolis_nasofrontalis,Reptilia:Squamata
Anolis_sp._R_SP-2016,Reptilia:Squamata
Anolis_sp._W_SP-2016,Reptilia:Squamata
Anolis_orcesi,Reptilia:Squamata
Anolis_sp._Z_SP-2016,Reptilia:Squamata
Anolis_proboscis,Reptilia:Squamata
Basiliscus_galeritus,Reptilia:Squamata
Basiliscus_basiliscus,Reptilia:Squamata
Basiliscus_plumifrons,Reptilia:Squamata
Basiliscus_vittatus,Reptilia:Squamata
Laemanctus_longipes,Reptilia:Squamata
Laemanctus_serratus,Reptilia:Squamata
Corytophanes_cristatus,Reptilia:Squamata
Corytophanes_percarinatus,Reptilia:Squamata
Polychrus_liogaster,Reptilia:Squamata
Polychrus_gutturosus,Reptilia:Squamata
Polychrus_acutirostris,Reptilia:Squamata
Polychrus_femoralis,Reptilia:Squamata
Polychrus_marmoratus,Reptilia:Squamata
Hoplocercus_spinosus,Reptilia:Squamata
Morunasaurus_annularis,Reptilia:Squamata
Enyalioides_heterolepis,Reptilia:Squamata
Enyalioides_laticeps,Reptilia:Squamata
Enyalioides_cofanorum,Reptilia:Squamata
Enyalioides_microlepis,Reptilia:Squamata
Enyalioides_praestabilis,Reptilia:Squamata
Enyalioides_rubrigularis,Reptilia:Squamata
Enyalioides_azulae,Reptilia:Squamata
Enyalioides_palpebralis,Reptilia:Squamata
Enyalioides_binzayedi,Reptilia:Squamata
Enyalioides_rudolfarndti,Reptilia:Squamata
Enyalioides_oshaughnessyi,Reptilia:Squamata
Urostrophus_vautieri,Reptilia:Squamata
Anisolepis_longicauda,Reptilia:Squamata
Anisolepis_grilli,Reptilia:Squamata
Urostrophus_gallardoi,Reptilia:Squamata
Enyalius_boulengeri,Reptilia:Squamata
Enyalius_iheringii,Reptilia:Squamata
Enyalius_brasiliensis,Reptilia:Squamata
Enyalius_pictus,Reptilia:Squamata
Enyalius_catenatus,Reptilia:Squamata
Enyalius_bilineatus,Reptilia:Squamata
Enyalius_erythroceneus,Reptilia:Squamata
Enyalius_bibronii,Reptilia:Squamata
Enyalius_leechii,Reptilia:Squamata
Pristidactylus_fasciatus,Reptilia:Squamata
Pristidactylus_araucanus,Reptilia:Squamata
Pristidactylus_nigroiugulus,Reptilia:Squamata
Pristidactylus_scapulatus,Reptilia:Squamata
Pristidactylus_achalensis,Reptilia:Squamata
Diplolaemus_altopatagonica,Reptilia:Squamata
Diplolaemus_darwinii,Reptilia:Squamata
Diplolaemus_sexcinctus,Reptilia:Squamata
Diplolaemus_leopardinus,Reptilia:Squamata
Diplolaemus_bibronii,Reptilia:Squamata
Leiosaurus_paronae,Reptilia:Squamata
Leiosaurus_catamarcensis,Reptilia:Squamata
Leiosaurus_jaguaris,Reptilia:Squamata
Leiosaurus_bellii,Reptilia:Squamata
Pristidactylus_torquatus,Reptilia:Squamata
Oplurus_cyclurus,Reptilia:Squamata
Oplurus_cuvieri,Reptilia:Squamata
Chalarodon_madagascariensis,Reptilia:Squamata
Oplurus_grandidieri,Reptilia:Squamata
Oplurus_fierinensis,Reptilia:Squamata
Oplurus_saxicola,Reptilia:Squamata
Oplurus_quadrimaculatus,Reptilia:Squamata
Ctenoblepharys_adspersa,Reptilia:Squamata
Phymaturus_delheyi,Reptilia:Squamata
Phymaturus_camilae,Reptilia:Squamata
Phymaturus_payuniae,Reptilia:Squamata
Phymaturus_nevadoi,Reptilia:Squamata
Phymaturus_sitesi,Reptilia:Squamata
Phymaturus_zapalensis,Reptilia:Squamata
Phymaturus_antofagastensis,Reptilia:Squamata
Phymaturus_laurenti,Reptilia:Squamata
Phymaturus_mallimaccii,Reptilia:Squamata
Phymaturus_punae,Reptilia:Squamata
Phymaturus_williamsi,Reptilia:Squamata
Phymaturus_bibronii,Reptilia:Squamata
Phymaturus_extrilidus,Reptilia:Squamata
Phymaturus_aguedae,Reptilia:Squamata
Phymaturus_palluma,Reptilia:Squamata
Phymaturus_vociferator,Reptilia:Squamata
Phymaturus_dorsimaculatus,Reptilia:Squamata
Phymaturus_ceii,Reptilia:Squamata
Phymaturus_somuncurensis,Reptilia:Squamata
Phymaturus_patagonicus,Reptilia:Squamata
Phymaturus_videlai,Reptilia:Squamata
Phymaturus_indistinctus,Reptilia:Squamata
Phymaturus_etheridgei,Reptilia:Squamata
Phymaturus_calcogaster,Reptilia:Squamata
Phymaturus_castillensis,Reptilia:Squamata
Phymaturus_damasense,Reptilia:Squamata
Phymaturus_denotatus,Reptilia:Squamata
Phymaturus_spurcus,Reptilia:Squamata
Phymaturus_spectabilis,Reptilia:Squamata
Phymaturus_excelsus,Reptilia:Squamata
Phymaturus_manuelae,Reptilia:Squamata
Phymaturus_felixi,Reptilia:Squamata
Phymaturus_roigorum,Reptilia:Squamata
Phymaturus_sinervoi,Reptilia:Squamata
Phymaturus_tenebrosus,Reptilia:Squamata
Phymaturus_verdugo,Reptilia:Squamata
Phymaturus_cf._palluma,Reptilia:Squamata
Phymaturus_tromen,Reptilia:Squamata
Phymaturus_querque,Reptilia:Squamata
Liolaemus_cf._rothi,Reptilia:Squamata
Liolaemus_velosoi,Reptilia:Squamata
Liolaemus_nigrocoeruleus,Reptilia:Squamata
Liolaemus_sagei,Reptilia:Squamata
Liolaemus_tehuelche,Reptilia:Squamata
Liolaemus_puelche,Reptilia:Squamata
Liolaemus_josei,Reptilia:Squamata
Liolaemus_lentus,Reptilia:Squamata
Liolaemus_anomalus,Reptilia:Squamata
Liolaemus_puna,Reptilia:Squamata
Liolaemus_walkeri,Reptilia:Squamata
Liolaemus_chaltin,Reptilia:Squamata
Liolaemus_bitaeniatus,Reptilia:Squamata
Liolaemus_pagaburoi,Reptilia:Squamata
Liolaemus_saxatilis,Reptilia:Squamata
Liolaemus_gracilis,Reptilia:Squamata
Liolaemus_robertmertensi,Reptilia:Squamata
Liolaemus_ramirezae,Reptilia:Squamata
Liolaemus_yanalcu,Reptilia:Squamata
Liolaemus_bibronii,Reptilia:Squamata
Liolaemus_hernani,Reptilia:Squamata
Liolaemus_pictus,Reptilia:Squamata
Liolaemus_cyanogaster,Reptilia:Squamata
Liolaemus_cf._pictus,Reptilia:Squamata
Liolaemus_chiliensis,Reptilia:Squamata
Liolaemus_gravenhorstii,Reptilia:Squamata
Liolaemus_schroederi,Reptilia:Squamata
Liolaemus_bellii,Reptilia:Squamata
Liolaemus_moradoensis,Reptilia:Squamata
Liolaemus_fitzgeraldi,Reptilia:Squamata
Liolaemus_pachacutec,Reptilia:Squamata
Liolaemus_wari,Reptilia:Squamata
Liolaemus_chavin,Reptilia:Squamata
Liolaemus_neuquensis,Reptilia:Squamata
Liolaemus_coeruleus,Reptilia:Squamata
Liolaemus_janequeoae,Reptilia:Squamata
Liolaemus_elongatus,Reptilia:Squamata
Liolaemus_zabalai,Reptilia:Squamata
Liolaemus_kriegi,Reptilia:Squamata
Liolaemus_valdesianus,Reptilia:Squamata
Liolaemus_leopardinus,Reptilia:Squamata
Liolaemus_ramonensis,Reptilia:Squamata
Liolaemus_ceii,Reptilia:Squamata
Liolaemus_buergeri,Reptilia:Squamata
Liolaemus_tregenzai,Reptilia:Squamata
Liolaemus_sp._B_CDM-2014,Reptilia:Squamata
Liolaemus_sp._A_CDM-2014,Reptilia:Squamata
Liolaemus_sp._D_CDM-2014,Reptilia:Squamata
